,organism,isolate,note,strain,host,geo_loc_name,collection_date_iso,collection_date,clade,country,locality
OQ096317.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/37.18[D8],Homo sapiens,Canada,2018-09-13,2018-09-13,D8,Canada,
OQ096315.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/46.18[B3],Homo sapiens,Canada,2018-11-19,2018-11-19,B3,Canada,
OQ096314.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/5.19/2[D8],Homo sapiens,Canada,2019-02-13,2019-02-13,D8,Canada,
OQ096313.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/5.19[D8],Homo sapiens,Canada,2019-02-11,2019-02-11,D8,Canada,
OQ096312.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/6.19[D8],Homo sapiens,Canada,2019-02-14,2019-02-14,D8,Canada,
OQ096311.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVS/British_Columbia.CAN/7.19/2[D8],Homo sapiens,Canada,2019-02-24,2019-02-24,D8,Canada,
OQ096310.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/7.19/3[B3],Homo sapiens,Canada,2019-02-21,2019-02-21,B3,Canada,
OQ096309.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/7.19/4[D8],Homo sapiens,Canada,2019-02-23,2019-02-23,D8,Canada,
OQ096308.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/New_Brunswick.CAN/20.19/5[D8],Homo sapiens,Canada,2019-05-25,2019-05-25,D8,Canada,
OQ096307.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/7.19/5[D8],Homo sapiens,Canada,2019-02-26,2019-02-26,D8,Canada,
OQ096306.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/9.19/2[D8],Homo sapiens,Canada,2019-03-08,2019-03-08,D8,Canada,
OQ096305.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia.CAN/9.19[D8],Homo sapiens,Canada,2019-03-06,2019-03-06,D8,Canada,
OQ096304.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/British_Columbia/25.18/2[D8],Homo sapiens,Canada,2018-07-01,2018-07-01,D8,Canada,
OQ096303.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/New_Brunswick.CAN/20.19/2[D8],Homo sapiens,Canada,2019-05-27,2019-05-27,D8,Canada,
OQ096302.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Manitoba.CAN/38.18[D8],Homo sapiens,Canada,2018-09-23,2018-09-23,D8,Canada,
OQ096301.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/New_Brunswick.CAN/15.19[D8],Homo sapiens,Canada,2019-04-25,2019-04-25,D8,Canada,
OQ096300.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/New_Brunswick.CAN/18.19[D8],Homo sapiens,Canada,2019-05-11,2019-05-11,D8,Canada,
OQ096299.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Northwest_Territories.CAN/6.19[B3],Homo sapiens,Canada,2019-02-17,2019-02-17,B3,Canada,
OQ096298.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/10.18[D8],Homo sapiens,Canada,2019-05-24,2019-05-24,D8,Canada,
OQ096297.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/11.19[B3],Homo sapiens,Canada,2019-03-22,2019-03-22,B3,Canada,
OQ096296.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/12.19[D8],Homo sapiens,Canada,2019-04-02,2019-04-02,D8,Canada,
OQ096295.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/13.19[D8],Homo sapiens,Canada,2019-04-04,2019-04-04,D8,Canada,
OQ096294.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/14.19[D8],Homo sapiens,Canada,2019-04-15,2019-04-15,D8,Canada,
OQ096293.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/17.19[B3],Homo sapiens,Canada,2019-05-06,2019-05-06,B3,Canada,
OQ096292.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/18.18[D8],Homo sapiens,Canada,2018-05-04,2018-05-04,D8,Canada,
OQ096291.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/18.19[D8],Homo sapiens,Canada,2019-05-10,2019-05-10,D8,Canada,
OQ096290.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/19.19[D8],Homo sapiens,Canada,2019-05-19,2019-05-19,D8,Canada,
OQ096289.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/21.19[D8],Homo sapiens,Canada,2019-06-07,2019-06-07,D8,Canada,
OQ096288.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/22.18[D8],Homo sapiens,Canada,2018-06-03,2018-06-03,D8,Canada,
OQ096287.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/23.19[D8],Homo sapiens,Canada,2019-06-17,2019-06-17,D8,Canada,
OQ096286.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/24.18[D8],Homo sapiens,Canada,2018-06-14,2018-06-14,D8,Canada,
OQ096285.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/44.19[B3],Homo sapiens,Canada,2019-11-09,2019-11-09,B3,Canada,
OQ096284.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/51.18[D8],Homo sapiens,Canada,2018-12-17,2018-12-17,D8,Canada,
OQ096283.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/6.18[D8],Homo sapiens,Canada,2018-02-10,2018-02-10,D8,Canada,
OQ096282.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/7.18[D8],Homo sapiens,Canada,2018-02-13,2018-02-13,D8,Canada,
OQ096281.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/7.19[D8],Homo sapiens,Canada,2019-03-06,2019-03-06,D8,Canada,
OQ096280.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/8.19[B3],Homo sapiens,Canada,2019-02-28,2019-02-28,B3,Canada,
OQ096279.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/12.19[D8],Homo sapiens,Canada,2019-03-27,2019-03-27,D8,Canada,
OQ096278.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/16.18/2[B3],Homo sapiens,Canada,2018-04-22,2018-04-22,B3,Canada,
OQ096277.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/16.18[B3],Homo sapiens,Canada,2018-04-22,2018-04-22,B3,Canada,
OQ096276.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/17.18[B3],Homo sapiens,Canada,2018-04-25,2018-04-25,B3,Canada,
OQ096275.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/17.19[B3],Homo sapiens,Canada,2019-05-02,2019-05-02,B3,Canada,
OQ096274.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/25.19[D8],Homo sapiens,Canada,2019-06-29,2019-06-29,D8,Canada,
OQ096273.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/30.19[D8],Homo sapiens,Canada,2019-08-05,2019-08-05,D8,Canada,
OQ096272.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/31.19/2[D8],Homo sapiens,Canada,2019-08-08,2019-08-08,D8,Canada,
OQ096271.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/31.19/3[D8],Homo sapiens,Canada,2019-08-08,2019-08-08,D8,Canada,
OQ096270.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/31.19[D8],Homo sapiens,Canada,2019-08-08,2019-08-08,D8,Canada,
OQ096269.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/33.19[D8],Homo sapiens,Canada,2019-08-21,2019-08-21,D8,Canada,
OQ096268.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/4.19/2[D8],Homo sapiens,Canada,2019-02-02,2019-02-02,D8,Canada,
OQ096267.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/4.19[D8],Homo sapiens,Canada,2019-01-30,2019-01-30,D8,Canada,
OQ096266.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/6.19[B3],Homo sapiens,Canada,2019-02-13,2019-02-13,B3,Canada,
OQ096265.1,Measles virus genotype D8,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Saskatchewan.CAN/22.19[D8],Homo sapiens,Canada,2019-06-12,2019-06-12,D8,Canada,
OQ096264.1,Measles virus genotype B3,,M-F NCR hypervariable region; M-F intergenic spacer with M stop codon and F start codon,MVs/Ontario.CAN/18.19/2[B3],Homo sapiens,Canada,2019-05-09,2019-05-09,B3,Canada,
PP626047.1,Measles virus genotype D8,MV3,large polymerase protein,MVs/Pattani.THA/07.2024[D8],Homo sapiens,Thailand,2024-02-16,16-Feb-2024,D8,Thailand,
OP236020.1,Measles virus genotype D4,TCF,genotype: D4,MVi/Pune.IND/50.13/2[D4],Homo sapiens,India,2013-01-01,2013,D4,India,
OP236019.1,Measles virus genotype D4,TCF,genotype: D4,MVi/Pune.IND/41.13[D4],Homo sapiens,India,2013-01-01,2013,D4,India,
OP236018.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Pune.IND/38.13[D8],Homo sapiens,India,2013-01-01,2013,D8,India,
OP236017.1,Measles virus genotype D4,TCF,genotype: D4,MVi/Valsad.IND/17.10/3[D4],Homo sapiens,India,2010-01-01,2010,D4,India,
OP236016.1,Measles virus genotype D4,TCF,genotype: D4,MVi/Pune.IND/06.14[D4],Homo sapiens,India,2014-01-01,2014,D4,India,
OP236015.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Sindhudurg.Ind/07.12/2[D8],Homo sapiens,India,2012-01-01,2012,D8,India,
OP236013.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Madurai.Ind/41.06[D8],Homo sapiens,India,2008-01-01,2008,D8,India,
OP236011.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Kozhikode.IND/16.10[D8],Homo sapiens,India,2010-01-01,2010,D8,India,
OP236022.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Bhilwara.IND/37.14/2[D8],Homo sapiens,India,2014-01-01,2014,D8,India,
OP236021.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Sagar.IND/37.14/2[D8],Homo sapiens,India,2014-01-01,2014,D8,India,
OP236014.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Tumkur.Ind/06.08[D8],Homo sapiens,India,2008-01-01,2008,D8,India,
OP236012.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Mumbai.IND/50.15[D8],Homo sapiens,India,2016-01-01,2016,D8,India,
OP236010.1,Measles virus genotype D8,TCF,genotype: D8,MVi/Kasargod.IND/12.10[D8],Homo sapiens,India,2010-01-01,2010,D8,India,
OP236009.1,Measles virus genotype D4,TCF,genotype: D4,MVi/Kolar.IND/49.06[D4],Homo sapiens,India,2007-01-01,2007,D4,India,
PP101943.1,Measles virus genotype D8,6141,large polymerase protein,MVs/Whangarei.NZL/40.23[D8],Homo sapiens,New Zealand: Whangarei,2023-10-03,03-Oct-2023,D8,New Zealand,Whangarei
PP101942.1,Measles virus genotype D8,8366,large polymerase protein,MVs/Auckland.NZL/37.23[D8],Homo sapiens,New Zealand: Auckland,2023-09-17,17-Sep-2023,D8,New Zealand,Auckland
MH631016.1,Measles virus genotype D8,5558,location of non-templated G insertion in V protein mRNA,MVs/Queenstown.NZL/41.16[D8],Homo sapiens,New Zealand: Queenstown,2016-10-31,31-Oct-2016,D8,New Zealand,Queenstown
MH631015.1,Measles virus genotype D8,4697,location of non-templated G insertion in V protein mRNA,MVs/Palmerston_North.NZL/5.17/2[D8],Homo sapiens,New Zealand: Palmerston North,2017-02-03,03-Feb-2017,D8,New Zealand,Palmerston North
MZ483944.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVs/Shandong.CHN/30.14/06[H1],Homo sapiens,China,2014-07-28,28-Jul-2014,H1,China,
MZ483943.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVs/Shandong.CHN/14.16/35[H1],Homo sapiens,China,2016-04-03,03-Apr-2016,H1,China,
MZ483942.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVs/Beijing.CHN/13.15/2[H1],Homo sapiens,China,2015-03-24,24-Mar-2015,H1,China,
MZ483941.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Zhejiang.CHN/2.17/1[H1],Homo sapiens,China,2017-01-12,12-Jan-2017,H1,China,
MZ483940.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Tianjin.CHN/16.16/2[H1],Homo sapiens,China,2016-04-18,18-Apr-2016,H1,China,
MZ483939.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Tianjin.CHN/14.16/4[H1],Homo sapiens,China,2016-04-05,05-Apr-2016,H1,China,
MZ483938.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Sichuan.CHN/15.15/24[H1],Homo sapiens,China,2015-04-17,17-Apr-2015,H1,China,
MZ483937.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Sichuan.CHN/10.15/5[H1],Homo sapiens,China,2015-03-01,01-Mar-2015,H1,China,
MZ483936.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Shanghai.CHN/36.16/1[H1],Homo sapiens,China,2016-09-04,04-Sep-2016,H1,China,
MZ483935.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Shanghai.CHN/32.16/1[H1],Homo sapiens,China,2016-08-07,07-Aug-2016,H1,China,
MZ483934.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Shanghai.CHN/30.17/1[H1],Homo sapiens,China,2017-07-28,28-Jul-2017,H1,China,
MZ483933.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Shanghai.CHN/30.12/05[H1],Homo sapiens,China,2012-07-31,31-Jul-2012,H1,China,
MZ483932.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Shanghai.CHN/22.16/3[H1],Homo sapiens,China,2016-06-01,01-Jun-2016,H1,China,
MZ483931.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Shanghai.CHN/17.18/1[H1],Homo sapiens,China,2018-04-24,24-Apr-2018,H1,China,
MZ483930.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Shanghai.CHN/16.13/14[H1],Homo sapiens,China,2013-04-19,19-Apr-2013,H1,China,
MZ483929.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Shaanxi.CHN/17.18/1[H1],Homo sapiens,China,2018-04-23,23-Apr-2018,H1,China,
MZ483928.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Neimenggu.CHN/35.17/1[H1],Homo sapiens,China,2017-09-01,01-Sep-2017,H1,China,
MZ483927.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Jiangxi.CHN/8.18/1[H1],Homo sapiens,China,2018-02-22,22-Feb-2018,H1,China,
MZ483926.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Jiangsu.CHN/16.16/1[H1],Homo sapiens,China,2016-04-19,19-Apr-2016,H1,China,
MZ483925.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Jiangsu.CHN/15.16/1[H1],Homo sapiens,China,2016-04-13,13-Apr-2016,H1,China,
MZ483924.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Hunan.CHN/16.14/01[H1],Homo sapiens,China,2014-04-18,18-Apr-2014,H1,China,
MZ483923.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Henan.CHN/9.18/1[H1],Homo sapiens,China,2018-03-03,03-Mar-2018,H1,China,
MZ483922.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Henan.CHN/6.17/1[H1],Homo sapiens,China,2017-02-12,12-Feb-2017,H1,China,
MZ483921.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Henan.CHN/32.17/1[H1],Homo sapiens,China,2017-08-08,08-Aug-2017,H1,China,
MZ483920.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Heilongjiang.CHN/8.18/1[H1],Homo sapiens,China,2018-02-19,19-Feb-2018,H1,China,
MZ483919.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Heilongjiang.CHN/16.18/1[H1],Homo sapiens,China,2018-04-16,16-Apr-2018,H1,China,
MZ483918.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Heilongjiang.CHN/12.18/2[H1],Homo sapiens,China,2018-03-20,20-Mar-2018,H1,China,
MZ483917.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Hebei.CHN/7.17/1[H1],Homo sapiens,China,2017-02-17,17-Feb-2017,H1,China,
MZ483916.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Hebei.CHN/13.17/2[H1],Homo sapiens,China,2017-03-29,29-Mar-2017,H1,China,
MZ483915.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Guangdong.CHN/29.16/2[H1],Homo sapiens,China,2016-07-19,19-Jul-2016,H1,China,
MZ483914.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Guangdong.CHN/21.16/19[H1],Homo sapiens,China,2016-05-23,23-May-2016,H1,China,
MZ483913.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Guangdong.CHN/14.16/2[H1],Homo sapiens,China,2016-04-07,07-Apr-2016,H1,China,
MZ483912.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/9.16/9[H1],Homo sapiens,China,2016-03-01,01-Mar-2016,H1,China,
MZ483911.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/9.16/7[H1],Homo sapiens,China,2016-03-01,01-Mar-2016,H1,China,
MZ483910.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/9.16/24[H1],Homo sapiens,China,2016-03-05,05-Mar-2016,H1,China,
MZ483909.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/9.16/17[H1],Homo sapiens,China,2016-03-04,04-Mar-2016,H1,China,
MZ483908.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/9.16/10[H1],Homo sapiens,China,2016-03-01,01-Mar-2016,H1,China,
MZ483907.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/20.16/6[H1],Homo sapiens,China,2016-05-18,18-May-2016,H1,China,
MZ483906.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/14.18/1[H1],Homo sapiens,China,2018-04-07,07-Apr-2018,H1,China,
MZ483905.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/12.16/6[H1],Homo sapiens,China,2016-03-23,23-Mar-2016,H1,China,
MZ483904.1,Measles virus genotype H1,,"large subunit of RNA dependent RNA polymerase (RdRp); RNA synthesis, capping, and polyadenylation",MVi/Gansu.CHN/12.16/3[H1],Homo sapiens,China,2016-03-20,20-Mar-2016,H1,China,
